c_accountid,d_observation_date,c_entity, n_account_balance ,d_acq_date,n_active_num,n_tel_notel,d_last_payment_date,n_pay_30,n_pay_60,n_pay_90,n_pay_180,n_pay_count_30,n_pay_count_60,n_pay_count_90,n_pay_count_180,c_type_of_portfolio_rap,d_last_sms_date,n_sms_count,d_rpc_date,n_deceased,n_bancrupcy_failed_lawsuits_etc,d_lawsuit_date,d_payment_order_date,d_title_day,d_execution_date,d_unsuccesfull_exe_date,d_maturity_date,n_in_dialler_obs_day,n_arrangement_active,d_inactivation_date,d_last_broken_date,c_subregion,gender,age,d_last_inbound_date,Target_Amount,Target
4001438,01/01/2022,Entity 33," 2,372.89 ",28/03/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,23/05/2016,25/06/2016,12/09/2016,24/09/2016,29/12/2017,16/02/2016,1,0,,,Subregion_11,K,42,,0,0
4002357,01/01/2022,Entity 33," 28,617.72 ",28/03/2016,3,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,2,,0,0,,,04/11/2016,07/11/2016,18/05/2018,06/10/2015,1,0,,,Subregion_43,M,35,,0,0
4002407,01/01/2022,Entity 34," 2,177.48 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,,1,0,,,Subregion_39,M,43,,0,0
4002428,01/01/2022,Entity 34," 2,277.92 ",23/07/2016,1,1,26/11/2021,0,150,300,750,0,1,2,5,banking,,0,,0,0,,,,,,05/02/2013,1,1,29/08/2021,29/08/2021,Subregion_59,K,33,,300,1
4002465,01/01/2022,Entity 34," 104,664.10 ",23/07/2016,2,1,17/07/2021,0,0,0,400,0,0,0,1,banking,28/12/2021,5,,0,0,,,,,,19/10/2012,1,0,,,NULL,M,37,,700,1
4002545,01/01/2022,Entity 34," 58,257.21 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,17/12/2016,04/02/2017,18/01/2021,08/07/2017,13/02/2018,,1,0,,,Subregion_56,M,45,,0,0
4002583,01/01/2022,Entity 34," 7,089.43 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,20/11/2011,1,0,,,NULL,M,33,,0,0
4003859,01/01/2022,Entity 23," 21,140.28 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,20/05/2014,30/06/2014,26/08/2014,08/06/2020,28/06/2019,10/10/2003,1,0,,,Subregion_37,M,42,,0,0
4002870,01/01/2022,Entity 34," 98,719.53 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,17/09/2018,,,,,12/05/2007,1,0,,,Subregion_11,M,43,,0,0
4002873,01/01/2022,Entity 34," 24,836.67 ",23/07/2016,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,13/10/2012,1,0,,,Subregion_11,M,49,,0,0
4005532,01/01/2022,Entity 23," 7,127.30 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,16/09/2014,07/12/2014,10/02/2015,,,06/09/2009,1,0,,,Subregion_41,M,38,,0,0
4005558,01/01/2022,Entity 23," 7,269.30 ",06/10/2013,1,1,21/12/2021,314,314,314,314,1,1,1,1,banking,,0,,0,0,,16/05/2017,16/05/2017,19/05/2017,27/07/2018,04/06/2011,1,0,,24/12/2021,Subregion_65,M,34,20/12/2021,628,1
4005680,01/01/2022,Entity 23," 22,730.83 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,2,05/11/2021,0,0,01/06/2014,02/07/2014,11/09/2014,28/12/2018,31/12/2017,02/09/2011,1,0,,,NULL,M,33,,0,0
4005699,01/01/2022,Entity 23," 78,523.41 ",06/10/2013,1,1,09/10/2021,0,0,300,600,0,0,1,2,banking,,0,11/12/2021,0,0,11/07/2014,13/09/2014,01/11/2014,14/03/2015,06/03/2016,25/09/2011,1,0,18/12/2021,28/12/2021,Subregion_26,M,63,27/12/2021,600,1
4006898,01/01/2022,Entity 23," 27,703.50 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,05/12/2014,25/02/2015,15/05/2015,05/09/2016,20/06/2017,23/02/2010,1,0,,,Subregion_61,M,43,,0,0
4006911,01/01/2022,Entity 23," 3,117.38 ",06/10/2013,1,1,,0,0,0,0,0,0,0,0,banking,,0,06/11/2021,0,0,,16/05/2017,16/05/2017,,,06/09/2009,1,0,,,Subregion_1,K,55,,0,0
4006926,01/01/2022,Entity 23," 7,046.11 ",06/10/2013,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,10,,0,0,22/07/2014,15/09/2014,29/10/2014,17/04/2018,29/03/2021,13/09/2010,1,0,,,Subregion_22,M,59,,0,0
3993261,01/01/2022,Entity 21, 547.33 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,01/08/2018,18/09/2018,19/11/2018,09/01/2021,07/12/2019,12/02/2017,1,0,,,Subregion_12,K,46,,0,0
3993392,01/01/2022,Entity 21, 696.23 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,19/08/2018,22/09/2018,09/10/2018,10/05/2020,18/10/2016,1,0,,,Subregion_11,K,24,,0,0
3995185,01/01/2022,Entity 21, 374.71 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,01/08/2018,04/09/2018,15/12/2018,21/12/2018,01/01/2020,23/12/2016,1,0,,,Subregion_58,K,25,,0,0
3995226,01/01/2022,Entity 21," 1,022.93 ",01/07/2018,4,1,,0,0,0,0,0,0,0,0,utilities,10/12/2021,1,,0,0,03/08/2018,21/09/2018,18/11/2018,19/11/2018,,28/01/2017,1,0,,21/08/2021,Subregion_57,K,23,,200,1
3996140,01/01/2022,Entity 21," 1,734.39 ",01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,24/08/2018,08/10/2018,08/08/2020,25/06/2019,27/08/2016,1,0,,,Subregion_3,K,24,,0,0
3996250,01/01/2022,Entity 21, 607.97 ,01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,02/12/2018,09/12/2018,07/04/2019,28/06/2019,,30/01/2017,1,0,,,Subregion_58,K,26,,0,0
3996347,01/01/2022,Entity 21," 1,039.07 ",01/07/2018,1,1,,0,0,0,0,0,0,0,0,utilities,,0,,0,0,03/08/2018,13/08/2018,30/09/2018,09/10/2018,,07/02/2017,1,0,,,Subregion_8,M,32,,0,0
4261221,01/01/2022,Entity 6," 1,126.25 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,01/06/2013,1,0,,,NULL,M,35,,0,0
4261273,01/01/2022,Entity 6," 12,147.05 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,20/04/2021,20/04/2021,19/10/2020,,30/04/2016,1,0,,,Subregion_5,M,47,,0,0
4261301,01/01/2022,Entity 6," 2,329.41 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,30/04/2021,,,22/05/2012,1,0,,,Subregion_8,M,49,,0,0
4261353,01/01/2022,Entity 6," 3,223.50 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,22/08/2009,1,0,,,Subregion_48,M,52,,0,0
4261368,01/01/2022,Entity 6," 6,443.05 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,20/04/2021,20/04/2021,,,17/03/2015,1,0,,,Subregion_44,M,35,,0,0
4261418,01/01/2022,Entity 6," 8,914.42 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,24/11/2019,17/02/2020,04/04/2021,,30/10/2016,1,0,,,Subregion_4,M,25,,0,0
4263354,01/01/2022,Entity 6," 6,871.35 ",14/12/2018,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,07/03/2020,14/06/2021,,09/07/2012,1,0,,,Subregion_47,K,53,,0,0
4264574,01/01/2022,Entity 6," 8,022.84 ",14/12/2018,4,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,21/02/2016,1,0,,,Subregion_47,K,27,,0,0
4252276,01/01/2022,Entity 6," 64,658.63 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,14/12/2019,23/03/2020,10/05/2020,11/05/2020,07/02/2021,27/05/2017,1,0,,,Subregion_43,M,34,,0,0
4252331,01/01/2022,Entity 6," 7,779.07 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,19/01/2021,15/03/2021,30/03/2021,10/04/2021,,28/04/2015,1,0,,,Subregion_2,K,33,,0,0
4252396,01/01/2022,Entity 6," 10,171.70 ",14/12/2018,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,24/04/2021,21/05/2021,10/08/2021,29/08/2021,,27/04/2016,1,0,,,Subregion_8,K,59,,0,0
4252543,01/01/2022,Entity 6," 20,826.57 ",14/12/2018,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,08/02/2021,,13/06/2021,23/07/2021,,17/12/2013,1,0,,,Subregion_30,M,69,,0,0
4252608,01/01/2022,Entity 6," 8,498.19 ",14/12/2018,2,1,27/11/2021,0,300,1300,2100,0,1,3,5,banking,27/12/2021,2,,0,0,,,,,,15/12/2015,1,1,15/10/2021,15/10/2021,NULL,M,53,,650,1
4256802,01/01/2022,Entity 6," 8,143.72 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,4,,0,0,,,,,,29/05/2012,1,0,,,Subregion_65,K,50,,0,0
4256862,01/01/2022,Entity 6," 20,495.17 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,3,,0,0,15/03/2021,,07/09/2021,11/10/2021,,25/11/2015,1,0,,,Subregion_62,M,30,,0,0
4256921,01/01/2022,Entity 6, 902.05 ,14/12/2018,3,1,12/11/2021,0,150,300,900,0,1,2,5,banking,27/12/2021,1,,0,0,,,,,,15/08/2016,1,1,19/07/2021,19/07/2021,Subregion_20,M,55,,450,1
4257138,01/01/2022,Entity 6," 8,656.94 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,19/01/2021,19/03/2021,05/06/2021,02/08/2021,,10/05/2016,1,0,,,Subregion_16,K,48,,0,0
4257215,01/01/2022,Entity 6," 10,607.24 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,12/10/2020,10/11/2020,,24/10/2014,1,0,,,Subregion_20,M,42,,0,0
4258364,01/01/2022,Entity 6," 6,381.96 ",14/12/2018,1,1,30/07/2021,0,0,0,100,0,0,0,1,banking,27/12/2021,6,,0,0,,,29/09/2020,,,02/05/2013,1,0,13/06/2021,06/09/2021,Subregion_28,M,61,,0,0
4258406,01/01/2022,Entity 6," 1,645.24 ",14/12/2018,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,06/09/2013,1,0,,,Subregion_42,M,42,,0,0
4266162,01/01/2022,Entity 6," 8,853.70 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,11/01/2021,04/04/2021,10/08/2021,27/08/2021,,13/08/2015,1,0,,,Subregion_1,M,32,,100,1
4266284,01/01/2022,Entity 6," 3,479.23 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,30/04/2021,,,12/08/2014,1,0,,,Subregion_38,M,37,,0,0
4266320,01/01/2022,Entity 6," 1,791.75 ",14/12/2018,1,1,22/11/2021,0,200,400,400,0,1,2,2,banking,27/12/2021,2,,0,0,,,,,,08/10/2010,1,1,,,Subregion_61,N,-9999,,400,1
4267008,01/01/2022,Entity 6," 24,401.96 ",14/12/2018,1,1,26/11/2021,0,440,880,2200,0,1,2,5,banking,27/12/2021,2,,0,0,,,,,,19/02/2012,1,1,11/09/2021,11/09/2021,Subregion_54,K,49,,300,1
4267042,01/01/2022,Entity 6, 944.58 ,14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,25/06/2016,1,0,,,Subregion_49,M,43,,0,0
4267069,01/01/2022,Entity 6," 3,449.40 ",14/12/2018,2,1,21/09/2021,0,0,0,100,0,0,0,1,banking,,0,03/12/2021,0,0,,,23/02/2020,,,11/05/2016,1,0,,,Subregion_50,K,62,,400,1
4267160,01/01/2022,Entity 6," 6,959.87 ",14/12/2018,1,1,27/11/2021,0,400,400,1000,0,2,2,5,banking,27/12/2021,2,06/11/2021,0,0,24/01/2021,16/02/2021,29/10/2021,,,14/12/2015,1,1,19/09/2021,19/09/2021,Subregion_3,M,31,,600,1
4267212,01/01/2022,Entity 6," 6,020.09 ",14/12/2018,2,1,21/11/2021,0,364.5,364.5,364.5,0,1,1,1,banking,20/11/2021,6,20/11/2021,0,0,,,23/02/2020,,15/05/2021,22/05/2009,1,1,,,Subregion_4,M,55,20/11/2021,900,1
4268477,01/01/2022,Entity 6," 2,559.41 ",14/12/2018,1,1,15/11/2021,0,100,200,900,0,1,2,5,banking,28/12/2021,5,,0,0,,,,,,06/02/2012,1,0,,22/09/2021,Subregion_22,K,54,,100,1
4268503,01/01/2022,Entity 6," 1,745.00 ",14/12/2018,3,1,28/11/2021,0,200,200,500,0,2,2,5,banking,,0,,0,0,,,07/03/2020,,,11/12/2015,1,1,24/07/2021,24/07/2021,Subregion_6,K,30,,300,1
4259916,01/01/2022,Entity 6," 3,779.91 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,30/04/2021,,,14/09/2012,1,0,,,Subregion_2,K,45,,0,0
4259918,01/01/2022,Entity 6," 18,988.56 ",14/12/2018,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,20/04/2021,20/04/2021,07/05/2021,,19/12/2015,1,0,,,NULL,K,40,,0,0
4260060,01/01/2022,Entity 6," 1,044.58 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,13/08/2012,1,0,,,Subregion_4,M,42,,0,0
4260166,01/01/2022,Entity 6," 8,746.30 ",14/12/2018,2,1,22/11/2021,0,100,100,100,0,1,1,1,banking,28/12/2021,6,,0,0,,,,,,29/08/2015,1,0,31/10/2021,07/12/2021,Subregion_5,K,61,,150,1
4260888,01/01/2022,Entity 6," 13,446.79 ",14/12/2018,4,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,27/10/2019,21/12/2019,04/04/2021,,05/10/2015,1,0,,,NULL,K,41,,0,0
4260902,01/01/2022,Entity 6," 9,172.12 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,20/04/2021,20/04/2021,,,24/06/2014,1,0,,,Subregion_35,M,37,,0,0
4263389,01/01/2022,Entity 6," 10,868.38 ",14/12/2018,3,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,1,,0,0,,20/04/2021,20/04/2021,03/08/2021,,31/05/2016,1,0,,,Subregion_36,K,31,,0,0
4263477,01/01/2022,Entity 6," 2,590.62 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,30/03/2020,,24/01/2020,10/11/2012,1,0,,,Subregion_46,K,32,,0,0
4263680,01/01/2022,Entity 6," 4,445.91 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,27/11/2011,1,0,,,Subregion_61,M,51,,0,0
4263838,01/01/2022,Entity 6," 1,696.15 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,1,,0,0,,20/04/2021,20/04/2021,16/08/2020,,07/08/2016,1,0,,,Subregion_2,M,50,,0,0
4263845,01/01/2022,Entity 6," 2,960.13 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,30/03/2020,,03/02/2020,23/03/2008,1,0,,,Subregion_14,K,39,,3000,1
4263922,01/01/2022,Entity 6," 2,087.33 ",14/12/2018,4,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,23/12/2019,22/02/2020,04/04/2021,,25/04/2016,1,0,,,Subregion_36,M,27,,0,0
4253645,01/01/2022,Entity 6," 22,133.13 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,26/10/2020,27/10/2020,09/05/2021,16/08/2014,1,0,,,Subregion_65,K,43,,0,0
4253703,01/01/2022,Entity 6," 9,042.31 ",14/12/2018,4,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,27/02/2021,02/03/2021,29/06/2021,03/10/2014,1,0,,,Subregion_48,K,46,,0,0
4253825,01/01/2022,Entity 6," 28,660.92 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,15/03/2021,,04/12/2021,27/02/2022,,20/12/2015,1,0,,,Subregion_63,K,41,,0,0
4255666,01/01/2022,Entity 6, 585.87 ,14/12/2018,3,1,31/12/2021,100,200,300,600,1,2,3,6,banking,27/12/2021,3,,0,0,,,,,,16/09/2014,1,1,26/06/2021,26/06/2021,Subregion_10,K,45,,230,1
4258001,01/01/2022,Entity 6," 12,154.52 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,19/12/2021,4,,0,0,04/01/2021,12/03/2021,13/04/2021,03/07/2021,,14/10/2016,1,1,,,NULL,M,61,19/12/2021,1100,1
4258063,01/01/2022,Entity 6, 425.43 ,14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,6,,0,0,,,,,,13/12/2017,1,0,,,NULL,K,31,,0,0
4258319,01/01/2022,Entity 6," 5,069.41 ",14/12/2018,22,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,13/12/2019,24/07/2020,21/12/2020,21/12/2020,,29/01/2017,1,0,,,Subregion_3,M,57,,0,0
4264922,01/01/2022,Entity 6," 8,216.47 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,27/12/2021,6,,0,0,,,23/02/2020,,,31/08/2015,1,0,,18/06/2021,Subregion_50,M,25,,0,0
4264966,01/01/2022,Entity 6," 15,866.42 ",14/12/2018,2,1,19/11/2021,0,600,900,1800,0,2,3,6,banking,,0,,0,0,,,,,,11/12/2011,1,0,,,Subregion_31,M,62,,1330,1
4267416,01/01/2022,Entity 6," 5,647.20 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,,,,,,25/06/2012,1,0,,,Subregion_56,K,48,,350.02,1
4267424,01/01/2022,Entity 6," 4,072.44 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,14/11/2020,19/06/2012,1,0,,,Subregion_25,K,55,,0,0
4267568,01/01/2022,Entity 6," 5,071.97 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,06/01/2020,20/03/2020,04/04/2021,,23/04/2016,1,0,,,Subregion_43,K,42,,0,0
4267570,01/01/2022,Entity 6," 2,232.43 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,30/04/2021,,,07/12/2012,1,0,,,NULL,M,48,,0,0
4268264,01/01/2022,Entity 6," 3,896.88 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,,,23/02/2020,,12/09/2020,09/12/2010,1,0,,,Subregion_46,M,46,,0,0
4268368,01/01/2022,Entity 6," 9,525.45 ",14/12/2018,5,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,29/04/2014,1,0,,,Subregion_62,K,36,,0,0
4269509,01/01/2022,Entity 35," 33,065.16 ",30/10/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,01/06/2019,17/09/2019,31/01/2021,12/02/2021,27/06/2021,23/09/2016,1,0,,,Subregion_8,K,42,,0,0
4273617,01/01/2022,Entity 36," 6,410.62 ",30/08/2016,1,1,,0,0,0,0,0,0,0,0,utilities,27/12/2021,5,,0,0,,,19/12/2017,23/12/2017,24/06/2018,,1,0,,,Subregion_30,N,-9999,,0,0
4260454,01/01/2022,Entity 6," 3,062.74 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,26/10/2019,10/01/2020,04/04/2021,,01/07/2016,1,0,,,Subregion_3,M,38,,0,0
4260497,01/01/2022,Entity 6," 5,591.35 ",14/12/2018,3,1,26/10/2021,0,0,815,4075,0,0,1,5,banking,27/12/2021,1,,0,0,,,,,,30/06/2010,1,1,23/08/2021,23/08/2021,Subregion_21,K,52,,2445,1
4260508,01/01/2022,Entity 6," 3,659.41 ",14/12/2018,1,1,03/10/2021,0,0,100,200,0,0,1,2,banking,10/12/2021,3,,0,0,13/09/2020,20/04/2021,20/04/2021,08/12/2020,,15/11/2014,1,0,,06/11/2021,Subregion_18,M,66,,100,1
4260539,01/01/2022,Entity 6," 8,744.15 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,09/08/2011,1,0,,,Subregion_50,K,40,,0,0
4264389,01/01/2022,Entity 6," 6,027.54 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,06/01/2020,22/02/2020,04/04/2021,,24/11/2014,1,0,,,Subregion_56,M,58,,0,0
4264476,01/01/2022,Entity 6," 35,674.53 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,23/12/2014,1,0,,,Subregion_46,M,59,,0,0
4264527,01/01/2022,Entity 6," 1,645.70 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,02/08/2010,1,0,,,Subregion_49,M,48,29/11/2021,0,0
4266451,01/01/2022,Entity 6," 4,111.23 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,10/12/2021,2,,0,0,,18/11/2019,10/03/2020,04/04/2021,,04/08/2015,1,0,,,NULL,M,34,,0,0
4266513,01/01/2022,Entity 6," 4,253.23 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,17/08/2020,,17/08/2020,05/10/2011,1,0,,,Subregion_48,M,42,,0,0
4269022,01/01/2022,Entity 37," 4,665.65 ",04/04/2015,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,22/02/2015,14/03/2015,,,,28/09/2006,1,0,,,Subregion_23,M,42,,0,0
4269068,01/01/2022,Entity 37," 3,952.44 ",04/04/2015,1,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,4,05/12/2021,0,0,22/02/2015,19/04/2015,27/06/2015,05/08/2017,24/10/2017,10/08/2010,1,0,,,Subregion_14,M,34,,0,0
4275220,01/01/2022,Entity 7," 6,406.82 ",09/12/2014,4,1,,0,0,0,0,0,0,0,0,banking,27/12/2021,7,,0,0,04/09/2015,11/10/2015,13/12/2015,03/08/2018,28/11/2017,08/06/2012,1,0,,,Subregion_18,K,61,,0,0
4275225,01/01/2022,Entity 7," 11,549.79 ",09/12/2014,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,04/09/2015,19/10/2015,,,,22/07/2011,1,0,,,Subregion_63,M,67,,0,0
4270458,01/01/2022,Entity 38," 3,258.35 ",08/12/2019,2,1,,0,0,0,0,0,0,0,0,banking,27/12/2021,6,,0,0,,,11/07/2020,21/08/2021,15/03/2021,01/12/2018,1,0,,,Subregion_14,K,40,,0,0
4270462,01/01/2022,Entity 38," 23,449.15 ",08/12/2019,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,14/02/2021,22/02/2021,10/07/2021,09/12/2016,1,0,,,Subregion_24,K,48,,0,0
4270481,01/01/2022,Entity 38," 39,774.52 ",08/12/2019,6,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,04/02/2020,03/04/2020,19/06/2020,21/06/2020,24/07/2021,25/02/2018,1,0,,,Subregion_26,M,36,,0,0
4268399,01/01/2022,Entity 6," 4,564.02 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,13/11/2020,14/03/2010,1,0,,,Subregion_43,M,43,,0,0
4269554,01/01/2022,Entity 35," 24,496.73 ",30/10/2018,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,21/05/2016,1,0,,,Subregion_57,M,32,,0,0
4251454,01/01/2022,Entity 6, 904.08 ,14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,06/09/2020,11/12/2020,30/03/2021,17/04/2021,,15/08/2016,1,0,,,NULL,M,26,,0,0
4252152,01/01/2022,Entity 6, 480.50 ,14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,,,,30/07/2017,1,0,,,Subregion_6,M,30,,0,0
4253349,01/01/2022,Entity 6," 1,380.15 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,14/12/2019,27/03/2020,05/06/2020,05/06/2020,,10/06/2017,1,0,,,Subregion_61,M,56,,0,0
4253402,01/01/2022,Entity 6," 9,639.12 ",14/12/2018,2,1,28/11/2021,0,800,1200,2000,0,1,2,4,banking,27/12/2021,2,,0,0,,,,,,09/12/2015,1,1,24/10/2021,24/10/2021,Subregion_28,K,43,,800,1
4255755,01/01/2022,Entity 6," 2,650.79 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,20/09/2020,,,,,01/11/2012,1,0,,,Subregion_64,M,57,,0,0
4255765,01/01/2022,Entity 6," 2,802.13 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,20/09/2020,,,,,20/02/2016,1,0,,,Subregion_49,K,28,,0,0
4255875,01/01/2022,Entity 6," 3,576.21 ",14/12/2018,4,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,,0,0,20/11/2020,11/12/2020,12/03/2021,12/02/2021,10/07/2021,08/12/2015,1,0,,,NULL,K,58,,0,0
4255886,01/01/2022,Entity 6," 2,834.86 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,28/12/2021,5,21/12/2021,0,0,,,,,,06/04/2016,1,0,,,Subregion_49,K,48,,50,1
4255973,01/01/2022,Entity 6," 8,984.58 ",14/12/2018,4,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,04/01/2021,,15/03/2021,10/04/2021,,29/05/2016,1,0,,,Subregion_32,M,29,,0,0
4257246,01/01/2022,Entity 6," 23,789.62 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,15/03/2021,20/04/2021,27/06/2021,04/09/2021,,30/01/2013,1,0,,,Subregion_28,M,47,,0,0
4257263,01/01/2022,Entity 6," 3,414.23 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,20/11/2020,14/05/2021,,,,24/01/2016,1,0,,,Subregion_30,M,47,,70,1
4257267,01/01/2022,Entity 6," 12,706.15 ",14/12/2018,1,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,13/12/2019,,,,,02/07/2017,1,0,,,Subregion_11,M,32,,0,0
4264995,01/01/2022,Entity 6," 15,664.65 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,12/01/2020,24/02/2020,04/04/2021,,26/07/2015,1,0,,,Subregion_60,M,43,,0,0
4265064,01/01/2022,Entity 6," 3,094.87 ",14/12/2018,2,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,,29/05/2015,1,0,,,Subregion_50,M,46,,0,0
4265873,01/01/2022,Entity 6," 27,616.16 ",14/12/2018,3,1,,0,0,0,0,0,0,0,0,banking,,0,,0,0,,,23/02/2020,,13/09/2020,25/07/2015,1,0,,,Subregion_62,M,47,24/12/2021,0,0
